name,address,city,state,longitude,latitude,phone
Sno Mountain Ski Resort,"1000 Montage Mountain Rd, Scranton,PA",Scranton,PA ,-75.663964,41.350888,(800) GOT-SNOW
Spring Mountain,"757 Spring Mount Rd, Spring Mount,PA",Spring Mount,PA ,-75.449884,40.272789,(888) 305-5044
Tanglwood,"PO Box 309, Analomink,PA",Tafton,PA ,-75.163549,41.412267,(570) 226-SNOW
Tussey Mountain Ski Area,"301 Bear Meadows Rd, Boalsburg,PA",Boalsburg,PA ,-77.754775,40.769137,(814) 466-6266
Whitetail Ski Resort,"13805 Blairs Valley Rd, Mercersburg,PA",Mercersburg,PA ,-77.932247,39.741686,(717) 328-9400
Willowbrook,"RR 2, Belle Vernon,PA",Belle Vernon,PA ,-79.81766,40.147057,(724) 872-7272
Mont Calm,"3294 Rue Park, Rawdon,QC",Rawdon,QC ,-76.5945,41.759166,(450) 834-3139
Yawgoo Valley,160 Yawgoo Valley Rd,Exeter,RI ,-71.526889,41.517726,(401) 294-3802
Dear Mountain,"PO Box 622, Lead,SD",Lead,SD ,-103.817917,44.308661,(605) 584-3230
Great Bear,"2401 W 49th St, Sioux Falls,SD",Sioux Falls,SD ,-96.66514,43.578246,(605) 367-4309
Terry Park,"21120 Stewart Slope Rd, Leak,SD",Lead,SD ,-103.840211,44.335263,(605) 722-SNOW
Ober Gatlinburg Ski Resort,"1001 Parkway, Gatlinburg,TN",Gatlinburg,TN ,-83.557565,35.703766,(865) 436-5423
Alta,"PO Box 8007, Alta,UT",Alta,UT ,-111.637058,40.590117,(801) 359-1078
Beaver Mountain,"40000 East Hwy 89, Garden City,UT",Garden City,UT ,-111.539793,41.968734,(435) 753-921
Brian Head,"329 South Hwy 143, Brian Head,UT",Brian Head,UT ,-112.848219,37.692914,(435) 677-2035
Brighton,"12601 E Big Cottonwood Canyon Rd, Brighton,UT",Brighton,UT ,-111.58463,40.598256,(800) 873-5512
Deer Valley Resort,"2250 Deer Valley Drive S, Park City,UT",Park City,UT ,-111.488886,40.620613,(435) 649-1000
Elk Meadows,"PO Box 8007, Alta,UT",Alta,UT ,-111.638203,40.588025,(801) 359-1078
Park City Mountain Resort,"1310 Lowell Ave, Park City,UT",Park City,UT ,-111.508386,40.653304,(435) 649-8111
Powder Mountain,"8000 N 5100 East SR 158, Eden,UT",Paradise,UT ,-111.781368,41.379935,(801) 745-3772
Snowbasin,"3925 E Snowbasin Rd, Huntsville,UT",Huntsville,UT ,-111.857409,41.216512,(888) 437-5488
Snowbird,"Hwy 210, Snowbird,UT",Snowbird,UT ,-111.652087,40.58262,(800) 232-9542
Solitude Mountain Resort,"12000 Big Cottonwood Canyon, Solitude,UT",Solitude,UT ,-111.597904,40.623959,(801) 534-1400
Sundance,"RR 3 Box A1, Sundance,UT",Provo,UT ,-111.57777,40.391331,(801) 225-4107
The Canyons,"4000 The Canyons Resort Dr, Park City,UT",Park City,UT ,-111.553374,40.68401,(435) 649-5400
Utah Winter Sports Park,"3419 Olympic Pkwy, Park City,UT",Park City,UT ,-111.562727,40.711808,(801) 745-1078
Wolf Mountain,"3567 Nordic Valley Way, Eden,UT",Eden,UT ,-111.864677,41.309973,(801) 745-3511
Ascutney Mountain Resort,"485 Hotel Rd, Brownsville,VT",Brownsville,VT ,-72.466273,43.464756,(802) 484-7711
Bear Creek Mountain,"100 Roundtop Rd, Plymouth, VT",Plymouth,VT ,-72.746276,43.536819,(802) 672-4242
Bolton Valley,"4302 Bolton Valley Access Rd, Bolton Valley,VT",Bolton Valley,VT ,-72.98167,44.39622,(802) 434-7669
Bromley Mountain,"3984 Vermont Rt 11, Peru,VT",Peru,VT ,-72.934785,43.213157,(802) 824-5522
Burke Mountain,"223 Sherburn Lodge Rd, East Burke,VT",East Burke,VT ,-71.916496,44.587725,(802) 626-7300
Cochran,"910 Cochran Rd, Richmond,VT",Richmond,VT ,-72.98192,44.396404,(802) 434-2479
Hawk Inn and Mountain Resort,"Rt 100, Plymouth,VT",Plymouth,VT ,-72.746224,43.536698,(800) 685-4295
Haystack Club,"125 Ski Area Access Rd, Wilmington,VT",Wilmington,VT ,-72.893567,42.968611,(802) 464-100
Jay Peak,"4850 SR 242, Jay,VT",Jay,VT ,-72.50471,44.938578,(802) 484-7711
Killington,"4763 Killington Rd, Killington,VT",Killington,VT ,-72.798681,43.627431,(802) 422-3333
Lyndon Outing Club,"Hill St and Lily Pond Rd, Lyndonville,VT",Lyndonville,VT ,-71.987033,44.532878,(802) 626-8465
Mad River Glen,"PO Box 1089, Waitsfield,VT",Waitsfield,VT ,-72.916144,44.202265,(802) 496-3551
Magic Mountain,"PO Box 396, Londonderry,VT",Londonderry,VT ,-72.773011,43.202529,(802) 824-5645
Middlebury College Snowbowl,"Middlebury College Snowbowl, Middlebury,VT",Middlebury,VT ,-72.958026,43.93949,(802) 388-4356
Mount Snow,"N Access Rd, West Dover,VT",West Dover,VT ,-72.888279,42.970775,(800) 245-SNOW
Okemo Mountain,"77 Okemo Ridge Rd, Ludlow,VT",Ludlow,VT ,-72.71652,43.401375,(802) 228-4041
Quechee Lakes,"Rt 4 East and Waterman Hill Rd, Killington,VT",White River Junction,VT ,-72.421112,43.64681,(888) 592-2224
Pico Mountain,"4763 Killington Rd, Killington,VT",Killington,VT ,-72.803117,43.617523,(866) 667-PICO
Smuggler's Notch,"4323 Vermont Rt 108 S, Smugglers' Notch,VT",Smuggler's Notch,VT ,-72.77461,44.572165,(802) 644-8851
Stowe Mountain,"Rt 108 N, Stowe,VT",Stowe,VT ,-72.784609,44.529665,(802) 253-3000
Stratton Mountain,"RR 1 Box 145, Sratton Mountain,VT",Stratton Mountain,VT ,-72.892452,43.135556,(800) STRATTON-
Sugarbush,"1840 Sugarbush Access Rd, Warren,VT",Warren,VT ,-72.892093,44.136596,(802) 583-6300
Suicide Six,"14 The Green, Woodstock,VT",Woodstock,VT ,-72.54391,43.664898,(802) 457-6661
Twin Farms,"PO Box 115, Barnard,VT",Barnard,VT ,-72.58924,43.72552,(800) 894-6327
Bryce Ski Resort,"1982 Fairway Dr, Basye,VA",Basye,VA ,-78.766077,38.818442,(540) 856-2121
Massanutten Ski Resort,"Rt 644 and Rt 33, Massanuttem,VA",McGaheysville,VA ,-78.75499,38.404553,(540) 289-4954
The Homestead,"1766 Homestead Dr, Hot Springs,VA",Hot Springs,VA ,-79.824586,37.997381,(540) 839-7800
Wintergreen Resort,"Rt 664, Wintergreen,VA",Wintergreen,VA ,-78.935598,37.915562,(804) 325-2200
49 Degrees North Mountain Resort,"PO Box 166, Chewelah,WA",Chewelah,WA ,-117.563682,48.302322,(866) 376-4949
Badger Mountain Ski Area,"Waterville,WA",Waterville,WA ,-120.12951,47.612589,(509) 745-8273
Crystal Mountain,"33914 Crystal Mountain Blvd, Crystal Mountain,WA",Crystal Mountain,WA ,-121.472953,46.938464,(360) 663-2265
Echo Valley Family Ski Area,"PO Box 99, Chelan,WA",Manson,WA ,-120.054376,47.935892,(509) 682-4002
Hurricane Ridge,"136 E 8th St, Port Angeles,WA",Port Angeles,WA ,-123.496229,47.969951,(360) 457-2879
Leavenworth Winter Sports Club,"PO Box, Leavenworth,WA",Leavenworth,WA ,-120.668279,47.613832,(509) 548-5477
Loup Loup Ski Bowl,"PO Box 1686, Omak,WA",Twisp,WA ,-119.90987,48.392737,(509) 826-2720
Mission Ridge,"7500 Mission Ridge Rd, Wenatchee,WA",Wenatchee,WA ,-120.428749,47.275399,(509) 663-6543
Mount Baker,"1019 Iowa St, Bellingham,WA",Bellingham,WA ,-121.681837,48.863019,(360) 734-6771
Mount Spokane Ski Area,"29500 N Mt Spokane Park Dr, Mead,WA",Mead,WA ,-117.100164,47.903694,(509) 238-2220
Sitzmark,"PO Box 934, Tonasket,WA",Tonasket,WA ,-119.165407,48.861556,(509) 486-2700
Ski Bluewood Resort,"PO Box 88, Dayton,WA",Dayton,WA ,-117.850948,46.082674,(509) 382-4725
Steven's Pass Ski Area,"Summit Stevens Pass US Hwy 2, Skykomish,WA",Skykomish,WA ,-121.092852,47.744734,(206) 812-4510
The Summit at Snoqualmie,"1001 SR 906, Snoqualmie Pass,WA",Snoqualmie Pass,WA ,-121.412896,47.409699,(425) 434-Snow
White Pass,"PO Box 3030, White Pass,WA",Naches,WA ,-121.390096,46.637438,(509) 672-3101
Alpine Lake,"700 West Alpine Dr, Terra Alta,WV",Terra Alta,WV ,-79.500664,39.456428,(304) 789-2481
Canaan Valley Resort,"Box 330, Davis,WV",Davis,WV ,-79.440007,39.008803,(304) 866-4121
Oglebay,"Rt 88 N, Wheeling,WV",Wheeling,WV ,-80.660507,40.099562,(304) 243-4000
Snowshoe Mountain,"10 Snowshoe Dr, Snowshoe,WV",Snowshoe,WV ,-79.99641,38.410573,(304) 572-1000
Timberline Four Season Resort,"700 West Alpine Dr, Terra Alta,WV",Davis,WV ,-79.399205,39.0429,(800) 766-9464
Winterplace Ski Resort,"100 Old Flat Top Montain Rd, Ghent,WV",Ghent,WV ,-81.122189,37.601013,(800) 607-Snow
Alpine Valley Resort,"W2501 CR D, Elkhorn,WI",Elkhorn,WI ,-88.383222,42.742318,(800) 227-9395
Ausblick,"N 6395 Maryhill Rd, Sussex,WI",Sussex,WI ,-88.264269,43.134868,(262) 246-3090
Badlands Recreation,"772 Kinney Rd, Hudson,WI",Hudson,WI ,-92.641333,44.972292,(715) 386-1856
Bruce Mound Ski Area,"Bruce Mound Ave, Merrillan,WI",Merrillan,WI ,-90.782211,44.447436,(715) 743-2296
Camp 10 Ski Area,"Camp 10 Rd,Tomahawk,WI",Rhinelander,WI ,-89.500903,45.550354,(715) 362-506
Cascade Mountain,"Cascade Mountain Rd, Portage,WI",Portage,WI ,-89.514987,43.502594,(800) 992-2SKI
Christie Mountain Ski Area,"W13755 Hwy O, Bruce,WI",Bruce,WI ,-91.381973,45.510753,(715) 868-7800
Christmas Mountain Village,"5944 Christmas Mountain Rd, Wisconsin Dells,WI",Wisconsin Dells,WI ,-89.861404,43.609311,(608) 253-1000
Crystal Ridge Ski Area,"7900 W Crystal Ridge, Franklin,WI",Franklin,WI ,-88.015155,42.919587,(414) 529-7676
Devil's Head Resort,"S6330 Bluff Rd, Merrimac,WI",Merrimac,WI ,-89.625357,43.417988,(800) 472-6670
Granite Peak at Rib Mountain,"3605 North Mountain Rd, Wausau,WI",Granite Peak at Rib Mountain,WI,-89.682615,44.929147,(715) 845-2846
Hidden Valley,"I 43 Exit 164, Manitowoc,WI",Manitowoc,WI ,-87.708933,44.097825,(920) 863-1450
Kettlebowl,"1633 Neva Rd, Antigo,WI",Antigo,WI ,-89.146915,45.153129,(888) 526-4523
Keyes Peak Ski Area,"Hwy 101 4 miles south, Florence,WI",Florence,WI ,-88.314244,45.866153,(715) 528-3228
Little Switzerland,"105 Cedar Creek Rd, Slinger,WI",Slinger,WI ,-88.279865,43.338285,(262) 644-5020
Mont du Lac,"3125 Mont du Lac Dr, Superior,WI",Superior,WI ,-92.284308,46.65267,(218) 626-3797
Mount Ashwabay,"32525 Ski Hill Rd, Bayfield,WI",Bayfield,WI ,-90.893555,46.777968,(715) 779-3227
Mt La Crosse,"PO Box 9, La Crosse,WI",La Crosse,WI ,-91.187192,43.745422,(608) 788-44
Mountain Top at Grand Geneva,"7036 Grand Geneva Way, Lake Geneva,WI",Lake Geneva,WI ,-88.406458,42.609326,(262) 249-4726
Mt Hardscrabble,"1962 25th St, Rice Lake,WI",Rice Lake,WI ,-91.640587,45.488822,(715) 234-7268
Navarino Slopes,"N685,State Hwy 187, Shiocton,WI",Shiocton,WI ,-88.583879,44.610423,(920) 525-5501
Nordic Mountain,"W5806 CR W, Wild Rose,WI",Wild Rose,WI ,-89.250843,44.178171,(920) 787-3324
Nutt Hill,"West Main St, Plymouth,WI",Plymouth,WI ,-87.990805,43.75036,(920) 892-4148
Powers Bluff,"6990 Bluff Dr, Arpin,WI",Arpin,WI ,-90.060662,44.534759,
Skyline Ski Area,"1900 13th Ct, Friendship,WI",Friendship,WI ,-89.821487,43.980745,(608) 339-3364
Standing Rocks,"6990 Bluff Dr, Arpin,WI",Stevens Point,WI ,-89.398799,44.433484,(715) 824-3949
Sunburst,"8355 Prospect Dr, Kewaskum,WI",Kewaskum,WI ,-88.221975,43.49392,(262) 626-8404
Telemark,"42225 Telemark Rd, Cable,WI",Cable,WI  ,-91.245236,46.187445,(877) 798-4718
Trollhaugen,"2232 100th Ave, Dresser,WI",Dresser,WI ,-92.617548,45.351689,(715) 755-2955
Tyrol Basin,"3487 Bohn Rd, Mt Horeb,WI",Mt Horeb,WI ,-89.780983,43.046244,(608) 437-4135
Whitecap Mountains,"9106 W CR E, Upson,WI",Upson,WI ,-90.393849,46.407344,(715) 561-2227
Wilmot Mountain,"11931 Fox River Re, Wilmot,WI",Wilmot,WI ,-88.187994,42.499477,(262) 862-2301
Woodside Ranch,"W4015 Hwy 82, Mauston,WI",Mauston,WI ,-89.972605,43.796614,(800) 626-4275
Antelope Butte,"PO Box 450, Dayton,WY",Dayton,WY ,-107.514379,44.612164,(307) 655-9530
Beartooth Basin,"US 212, Cody,WY",Cody,WY ,-109.434755,44.975066,(406) 425-2292
Big Horn,"PO Box 86, Ten Sleep,WY",Ten Sleep,WY ,-107.21546,44.164306,(888) 244-4676
Grand Targhee Resort,"3300 E Ski Hill Rd, Alta,WY",Alta,WY ,-110.95902,43.788151,(307) 353-2300
Hogadon,"1800 E K St, Casper,WY",Casper,WY ,-106.317429,42.767064,(307) 235-8499
Jackson Hole,"PO Box 290 Teton Village,WY",Teton Village,WY ,-110.826478,43.586644,(307) 733-2292
Meadowlark Ski Lodge,"426 Forest Service Rd [US Hwy 16], Tensleep,WY 82442",Ten Sleep,WY ,-107.213684,44.173965,(307) 267-2609
Pine Creek,"PO Box 340 Cokeville,WY",Cokeville,WY ,-110.828788,42.103546,(307) 279-3201
Sleeping Giant Ski Resort,"348 Yellowstone Hwy, Cody,WY 82414",Cody,WY ,-109.939443,44.492924,(307) 587-3125
Snow King Resort,"400 E Snow King Ave, Jackson Hole,WY",Jackson Hole,WY ,-110.761147,43.472686,(307) 733-5200
Snowy Range,"3254 US Hwy 130, Centennial,WY",Centennial,WY  ,-106.184418,41.341968,(307) 745-5750
White Pine,"PO Box 1420, Pinedale,WY",Pinedale,WY ,-109.759353,42.977811,(307) 367-6606
